ID,Abstract
381,"A comprehensive understanding of spaceflight factors involved in immune dysfunction and the evaluation of biomarkers to assess in-flight astronaut health are essential goals for NASA. An elevated neutrophil-to-lymphocyte ratio (NLR) is a potential biomarker candidate, as leukocyte differentials are altered during spaceflight. In the reduced gravity environment of space, rodents and astronauts displayed elevated NLR and granulocyte-tolymphocyte ratios (GLR), respectively. To simulate microgravity using two well-established ground-based models, we cultured human whole blood-leukocytes in high-aspect rotating wall vessels (HARV-RWV) and used hindlimb unloaded (HU) mice. Both HARV-RWV simulation of leukocytes and HU-exposed mice showed elevated NLR profiles comparable to spaceflight exposed samples. To assess mechanisms involved, we found the simulated microgravity HARV-RWV model resulted in an imbalance of redox processes and activation of myeloperoxidase-producing inflammatory neutrophils, while antioxidant treatment reversed these effects. In the simulated microgravity HU model, mitochondrial catalase-transgenic mice that have reduced oxidative stress responses showed reduced neutrophil counts, NLR, and a dampened release of selective inflammatory cytokines compared to wildtype HU mice, suggesting simulated microgravity induced oxidative stress responses that triggered inflammation. In brief, both spaceflight and simulated microgravity models caused elevated NLR, indicating this as a potential biomarker for future in-flight immune health monitoring."
382,"Control of biofilms requires rapid methods to identify compounds effective against them and to isolate resistance-compromised mutants for identifying genes involved in enhanced biofilm resistance. While rapid screening methods for microtiter plate well (""static"") biofilms are available, there are no methods for such screening of continuous flow biofilms (""flow biofilms""). Since the latter biofilms more closely approximate natural biofilms, development of a high-throughput (HTP) method for screening them is desirable. We describe here a new method using a device comprised of microfluidic channels and a distributed pneumatic pump (BioFlux) that provides fluid flow to 96 individual biofilms. This device allows fine control of continuous or intermittent fluid flow over a broad range of flow rates, and the use of a standard well plate format provides compatibility with plate readers. We show that use of green fluorescent protein (GFP)-expressing bacteria, staining with propidium iodide, and measurement of fluorescence with a plate reader permit rapid and accurate determination of biofilm viability. The biofilm viability measured with the plate reader agreed with that determined using plate counts, as well as with the results of fluorescence microscope image analysis. Using BioFlux and the plate reader, we were able to rapidly screen the effects of several antimicrobials on the viability of Pseudomonas aeruginosa PAO1 flow biofilms."
383,
384,"Extra-intestinal pathogenic E. coli (ExPEC), including avian pathogenic E. coli (APEC), pose a considerable threat to both human and animal health, with illness causing substantial economic loss. APEC strain x7122 (O78:K80:H9), containing three large plasmids [pChi7122-1 (IncFIB/FIIA-FIC), pChi7122-2 (IncFII), and pChi7122-3 (IncI 2 )]; and a small plasmid pChi7122-4 (ColE2-like), has been used for many years as a model strain to study the molecular mechanisms of ExPEC pathogenicity and zoonotic potential. We previously sequenced and characterized the plasmid pChi7122-1 and determined its importance in systemic APEC infection; however the roles of the other pChi7122 plasmids were still ambiguous. Herein we present the sequence of the remaining pChi7122 plasmids, confirming that pChi7122-2 and pChi7122-3 encode an ABC iron transport system (eitABCD) and a putative type IV fimbriae respectively, whereas pChi7122-4 is a cryptic plasmid. New features were also identified, including a gene cluster on pChi7122-2 that is not present in other E. coli strains but is found in Salmonella serovars and is predicted to encode the sugars catabolic pathways. In vitro evaluation of the APEC x7122 derivative strains with the three large plasmids, either individually or in combinations, provided new insights into the role of plasmids in biofilm formation, bile and acid tolerance, and the interaction of E. coli strains with 3-D cultures of intestinal epithelial cells. In this study, we show that the nature and combinations of plasmids, as well as the background of the host strains, have an effect on these phenomena. Our data reveal new insights into the role of extra-chromosomal sequences in fitness and diversity of ExPEC in their phenotypes."
385,"The advent of phylogenetic DNA microarrays and high-throughput pyrosequencing technologies has dramatically increased the resolution and accuracy of detection of distinct microbial lineages in mixed microbial assemblages. Despite an expanding array of approaches for detecting microbes in a given sample, rapid and robust means of assessing the differential viability of these cells, as a function of phylogenetic lineage, remain elusive. In this study, pre-PCR propidium monoazide (PMA) treatment was coupled with downstream pyrosequencing and PhyloChip DNA microarray analyses to better understand the frequency, diversity and distribution of viable bacteria in spacecraft assembly cleanrooms. Sample fractions not treated with PMA, which were indicative of the presence of both live and dead cells, yielded a great abundance of highly diverse bacterial pyrosequences. In contrast, only 1% to 10% of all of the pyrosequencing reads, arising from a few robust bacterial lineages, originated from sample fractions that had been pre-treated with PMA. The results of PhyloChip analyses of PMA-treated and -untreated sample fractions were in agreement with those of pyrosequencing. The viable bacterial population detected in cleanrooms devoid of spacecraft hardware was far more diverse than that observed in cleanrooms that housed mission-critical spacecraft hardware. The latter was dominated by hardy, robust organisms previously reported to survive in oligotrophic cleanroom environments. Presented here are the findings of the first ever comprehensive effort to assess the viability of cells in low-biomass environmental samples, and correlate differential viability with phylogenetic affiliation."
386,"The evolutionary success of parasitoid wasps, a highly diverse group of insects widely used in biocontrol, depends on a variety of life history strategies in conflict with those of their hosts [1]. Drosophila melanogaster is a natural host of parasitic wasps of the genus Leptopilina. Attack by L. boulardi (Lb), a specialist wasp to flies of the melanogaster group, activates NF-κB-mediated humoral and cellular immunity. Inflammatory blood cells mobilize and encapsulate Lb eggs and embryos [2-5]. L. heterotoma (Lh), a generalist wasp, kills larval blood cells and actively suppresses immune responses. Spiked virus-like particles (VLPs) in wasp venom have clearly been linked to its successful parasitism of Drosophila [6], but VLP composition and their biotic nature have remained mysterious. Our proteomics studies reveal that VLPs lack viral coat proteins but possess a pharmacopoeia of (a) eukaryotic vesicular transport system, (b) immunity, and (c) previously unknown proteins. These novel proteins distinguish Lh from Lb VLPs; notably, some proteins specific to Lh VLPs possess sequence similarities with bacterial secretion system proteins. Structure-informed analyses of an abundant Lh VLP surface/spike-tip protein, p40, reveal"
387,"Intracranial hypertension (ICP) and visual impairment intracranial pressure (VIIP) are some of the consequences of long-term space missions. Here we examined the behavior of oligodendrocyte progenitors (OLPs) after space flight using time-lapse microscopy. We show that most OLPs divided more than ground control (GC) counterparts did. Nonetheless, a subpopulation of OLPs flown to space presented a significant increase in autophagic cell death. Examination of the proteomic profile of the secretome of space flown OLPs (SPC-OLPs) revealed that the stress protein heat shock protein-90 beta ""HSP-90β"" was the 5 th most enriched (6.8 times) and the secreted protein acidic and rich in cysteine ""SPARC"" was the 7 th most enriched (5.2 times), with respect to ground control cells. SPARC induces endoplasmic reticulum stress, which leads to autophagy. Given the roles and importance of these two proteins in mammalian cells' metabolism, their upregulation may hold the key to modulating cell proliferation and autophagy, in order to mitigate ICP and VIIP during and after space missions."
388,"Plants show a rapid systemic response to a wide range of environmental stresses, where the signals from the site of stimulus perception are transmitted to distal organs to elicit plant-wide responses. A wide range of signaling molecules are trafficked through the plant, but a trio of potentially interacting messengers, reactive oxygen species (ROS), Ca 2+ and electrical signaling ('trio signaling') appear to form a network supporting rapid signal transmission. The molecular components underlying this rapid communication are beginning to be identified, such as the ROS producing NAPDH oxidase RBOHD, the ion channel two pore channel 1 (TPC1), and glutamate receptor-like channels GLR3.3 and GLR3.6. The plant cell wall presents a plant-specific route for possible propagation of signals from cell to cell. However, the degree to which the cell wall limits information exchange between cells via transfer of small molecules through an extracellular route, or whether it provides an environment to facilitate transmission of regulators such as ROS or H + remains to be determined. Similarly, the role of plasmodesmata as both conduits and gatekeepers for the propagation of rapid cell-to-cell signaling remains a key open question. Regardless of how signals move from cell to cell, they help prepare distant parts of the plant for impending challenges from specific biotic or abiotic stresses."
389,"Plants have been recognized as key components of bioregenerative life support systems for space exploration, and many experiments have been carried out to evaluate their adaptability to spaceflight. Unfortunately, few of these experiments have involved monocot plants, which constitute most of the crops used on Earth as sources of food, feed, and fiber. To better understand the ability of monocot plants to adapt to spaceflight, we germinated and grew Brachypodium distachyon seedlings of the Bd21, Bd21-3, and Gaz8 accessions in a customized growth unit on the International Space Station, along with 1-g ground controls. At the end of a 4-day growth period, seedling organ's growth and morphologies were quantified, and root and shoot transcriptomic profiles were investigated using RNA-seq. The roots of all three accessions grew more slowly and displayed longer root hairs under microgravity conditions relative to ground control. On the other hand, the shoots of Bd21-3 and Gaz-8 grew at similar rates between conditions, whereas those of Bd21 grew more slowly under microgravity. The three Brachypodium accessions displayed dramatically different transcriptomic responses to microgravity relative to ground controls, with the largest numbers of differentially expressed genes (DEGs) found in Gaz8 (4527), followed by Bd21 (1353) and Bd21-3 (570). Only 47 and six DEGs were shared between accessions for shoots and roots, respectively, including DEGs encoding wall-associated proteins and photosynthesis-related DEGs. Furthermore, DEGs associated with the ""Oxidative Stress Response"" GO group were up-regulated in the shoots and down-regulated in the roots of Bd21 and Gaz8, indicating that Brachypodium roots and shoots deploy distinct biological strategies to adapt to the microgravity environment. A comparative analysis of the Brachypodium oxidative-stress response DEGs with the Arabidopsis ROS wheel suggests a connection between retrograde signaling, light response, and decreased expression of photosynthesisrelated genes in microgravity-exposed shoots. In Gaz8, DEGs were also found to preferentially associate with the ""Plant Hormonal Signaling"" and ""MAP Kinase Signaling"" KEGG pathways. Overall, these data indicate that Brachypodium distachyon seedlings exposed to the microgravity environment of ISS display accession-and organ-specific responses that involve oxidative stress response, wall remodeling, photosynthesis inhibition, expression regulation, ribosome biogenesis, and post-translational modifications. The general characteristics of these responses are similar to those displayed by microgravity-exposed Arabidopsis thaliana seedlings. However, organ-and accession-specific components of the response dramatically differ both within and between species. These results suggest a need to directly evaluate candidate-crop responses to microgravity to better understand their specific adaptability to this novel environment and develop cultivation strategies allowing them to strive during spaceflight."
390,"Coat protein complex I (COPI) and COPII are required for bidirectional membrane trafficking between the endoplasmic reticulum (ER) and the Golgi. While these core coat machineries and other transport factors are highly conserved across species, high-resolution imaging studies indicate that the organization of the ER-Golgi interface is varied in eukaryotic cells. Regulation of COPII assembly, in some cases to manage distinct cellular cargo, is emerging as one important component in determining this structure. Comparison of the ER-Golgi interface across different systems, particularly mammalian and plant cells, reveals fundamental elements and distinct organization of this interface. A better understanding of how these interfaces are regulated to meet varying cellular secretory demands should provide key insights into the mechanisms that control efficient trafficking of proteins and lipids through the secretory pathway.The secretory pathway in eukaryotic cells is responsible for biogenesis and proper intracellular distribution of a wide range of proteins, complex carbohydrates and lipids. Trafficking in the secretory pathway is highly dynamic and responsive to specific cellular functional demands. Forward transport (also known as anterograde transport) of newly synthesized proteins and lipids is initiated at the endoplasmic reticulum (ER) and, as such, ER-to-Golgi transport represents a vital gateway to the endomembrane system.Membrane traffic between the ER and the Golgi is bidirectional and occurs via similar mechanisms. In both cases, a carrier forms on the donor organelle and then tethers to and"
391,"Human papillomavirus (HPV) infection occurs in differentiating epithelial tissues, and cancers caused by the high-risk types (e.g., HPV16 and HPV18) typically occur at oropharyngeal and anogenital anatomical sites. The HPV life cycle is differentiation-dependent, requiring tissue culture methodology able to recapitulate the three-dimensional (3D) stratified epithelium. Here we report two distinct and complementary methods to grow differentiating epithelial tissues that mimic many critical morphological and biochemical aspects of in vivo tissue. The first approach involves growing primary human epithelial cells on top of a dermal equivalent consisting of collagen fibers and living fibroblast cells. When these cells are grown at the liquid-air interface, differentiation occurs and allows for epithelial stratification. The second approach uses a rotating wall vessel (RWV) bioreactor. The low-fluid-shear microgravity environment inside the bioreactor allows the cells to use collagen-coated microbeads as a growth scaffold and self assemble into 3D cellular aggregates. These approaches are applied to epithelial cells derived from HPV-positive and -negative oral and cervical tissues. The second part of the protocol introduces potential downstream applications for these 3D tissue models.We describe methods that will allow readers to start successfully culturing 3D tissues from oral and cervical cells. These tissues have been used for microscopic visualization, scanning-electron"
392,"Osteocyte apoptosis is essential to activate bone remodeling in response to fatigue microdamage and estrogen withdrawal, such that apoptosis inhibition in vivo prevents the onset of osteoclastic resorption. Osteocyte apoptosis has also been spatially linked to bone resorption owing to disuse, but whether apoptosis plays a similar controlling role is unclear. We, therefore, 1) evaluated the spatial and temporal effects of disuse from hindlimb unloading (HLU) on osteocyte apoptosis, receptor activator of NF-κB ligand (RANKL) expression, bone resorption, and loss in mouse femora, and 2) tested whether osteocyte apoptosis was required to activate osteoclastic activity in cortical and trabecular bone by treating animals subjected to HLU with the pan-caspase apoptosis inhibitor, QVD (quinolyl-valyl-O-methylaspartyl-[-2,6-difluorophenoxy]-methylketone). Immunohistochemistry was used to identify apoptotic and RANKL-producing osteocytes in femoral diaphysis and distal trabecular bone, and μCT was used to determine the extent of trabecular bone loss owing to HLU. In both cortical and trabecular bone, 5 days of HLU increased osteocyte apoptosis significantly (3-and 4-fold, respectively, p < 0.05 versus Ctrl). At day 14, the apoptotic osteocyte number in femoral cortices declined to near control levels but remained elevated in trabeculae (3-fold versus Ctrl, p < 0.05). The number of osteocytes producing RANKL in both bone compartments was also significantly increased at day 5 of HLU (>1.5-fold versus Ctrl, p <0.05) and further increased by day 14. Increases in osteocyte apoptosis and RANKL production preceded increases in bone resorption at both endocortical and trabecular surfaces. QVD completely inhibited not only the HLU-triggered increases in osteocyte apoptosis but also RANKL production and activation of bone resorption at both sites. Finally, μCT studies revealed that apoptosis inhibition completely prevented the trabecular bone loss caused by HLU. Together these data indicate that osteocyte apoptosis plays a central and controlling role in triggering osteocyte RANKL production and the activation of new resorption leading to bone loss in disuse."
393,"In P. aeruginosa, alginate overproduction, also known as mucoidy, is negatively regulated by the transmembrane protein MucA, which sequesters the alternative sigma factor AlgU. MucA is degraded via a proteolysis pathway that frees AlgU from sequestration, activating alginate biosynthesis. Initiation of this pathway normally requires two signals: peptide sequences in unassembled outer-membrane proteins (OMPs) activate the AlgW protease, and unassembled lipopolysaccharides bind periplasmic MucB, releasing MucA and facilitating its proteolysis by activated AlgW. To search for novel alginate regulators, we screened a transposon library in the non-mucoid reference strain PAO1, and identified a mutant that confers mucoidy through overexpression of a protein encoded by the chaperone-usher pathway gene cupB5. CupB5dependent mucoidy occurs through the AlgU pathway and can be reversed by overexpression of MucA or MucB. In the presence of activating OMP peptides, peptides corresponding to a region of CupB5 needed for mucoidy further stimulated AlgW cleavage of MucA in vitro. Moreover, the CupB5 peptide allowed OMP-activated AlgW cleavage of MucA in the presence of the MucB inhibitor. These results support a novel mechanism for conversion to mucoidy in which the proteolytic activity of AlgW and its ability to compete with MucB for MucA is mediated by independent peptide signals."
394,"Isolation on Earth can alter physiology and signaling of organs systems, including the central nervous system. Although not in complete solitude, astronauts operate in an isolated environment during spaceflight. In this study, we determined the effects of isolation and simulated microgravity solely or combined, on the inflammatory cytokine milieu of the hippocampus. Adult female wild-type mice underwent simulated microgravity by hindlimb unloading for 30 days in single or social (paired) housing. In hippocampus, simulated microgravity and isolation each regulate a discrete repertoire of cytokines associated with inflammation. Their combined effects are not additive. A model for mitochondrial reactive oxygen species (ROS) quenching via targeted overexpression of the human catalase gene to the mitochondria (MCAT mice), are protected from isolation-and/or simulated microgravity-induced changes in cytokine expression. These findings suggest a key role for mitochondrial ROS signaling in neuroinflammatory responses to spaceflight and prolonged bedrest, isolation, and confinement on Earth."
395,
396,"Although the musculoskeletal system is known to be sensitive to changes in its mechanical environment, the relationship between functional adaptation and below-normal mechanical stimuli is not well defined. We investigated bone and muscle adaptation to a range of reduced loading using the partial weight suspension (PWS) system, in which a two-point harness is used to offload a tunable amount of body weight while maintaining quadrupedal locomotion. Skeletally mature female C57Bl/6 mice were exposed to partial weight bearing at 20%, 40%, 70%, or 100% of body weight for 21 days. A hindlimb unloaded (HLU) group was included for comparison in addition to age-matched controls in normal housing. Gait kinematics was measured across the full range of weight bearing, and some minor alterations in gait from PWS were identified. With PWS, bone and muscle changes were generally proportional to the degree of unloading. Specifically, total body and hindlimb bone mineral density, calf muscle mass, trabecular bone volume of the distal femur, and cortical area of the femur midshaft were all linearly related to the degree of unloading. Even a load reduction to 70% of normal weight bearing was associated with significant bone deterioration and muscle atrophy. Weight bearing at 20% did not lead to better bone outcomes"
397,"Water unavailability is an abiotic stress causing unfavourable conditions for life. Nevertheless, some animals evolved anhydrobiosis, a strategy allowing for the reversible organism dehydration and suspension of metabolism as a direct response to habitat desiccation. Anhydrobiotic animals undergo biochemical changes synthesizing bioprotectants to help combat desiccation stresses. One stress is the generation of reactive oxygen species (ROS). In this study, the eutardigrade Paramacrobiotus spatialis was used to investigate the occurrence of ROS associated with the desiccation process. We observed that the production of ROS significantly increases as a function of time spent in anhydrobiosis and represents a direct demonstration of oxidative stress in tardigrades. The degree of involvement of bioprotectants, including those combating ROS, in the P. spatialis was evaluated by perturbing their gene functions using RNA interference and assessing the successful recovery of animals after desiccation/rehydration. Targeting the glutathione peroxidase gene compromised survival during drying and rehydration, providing evidence for the role of the gene in desiccation tolerance. Targeting genes encoding glutathione reductase and catalase indicated that these molecules play roles during rehydration. Our study also confirms the involvement of aquaporins 3 and OPEN"
398,"Photosynthesis occurs in mesophyll cells of specialized organs such as leaves. The rigid cell wall encapsulating photosynthetic cells controls the expansion and distribution of cells within photosynthetic tissues. The relationship between photosynthesis and plant growth is affected by leaf area. However, the underlying genetic mechanisms affecting carbon partitioning to different aspects of leaf growth are not known. To fill this gap, we analyzed Arabidopsis plants with altered levels of pectin methylesterification, which is known to modulate cell wall plasticity and plant growth. Pectin methylesterification levels were varied through manipulation of cotton Golgi-related (CGR) 2 or 3 genes encoding two functionally redundant pectin methyltransferases. Increased levels of methylesterification in a line over-expressing CGR2 (CGR2OX) resulted in highly expanded leaves with enhanced intercellular air spaces; reduced methylesterification in a mutant lacking both CGR-genes 2 and 3 (cgr2/3) resulted in thin but dense leaf mesophyll that limited CO 2 diffusion to chloroplasts. Leaf, root, and plant dry weight were enhanced in CGR2OX but decreased in cgr2/3. Differences in growth between wild type and the CGR-mutants can be explained by carbon partitioning but not by variations in area-based photosynthesis. Therefore, photosynthesis drives growth through alterations in carbon partitioning to new leaf area growth and leaf mass per unit leaf area; however, CGR-mediated pectin methylesterification acts as a primary factor in this relationship through modulation of the expansion and positioning of the cells in leaves, which in turn drive carbon partitioning by generating dynamic carbon demands in leaf area growth and leaf mass per unit leaf area."
399,"During the repeated cycles of damage and repair in many muscle disorders, including Duchenne muscular dystrophy (DMD), the muscle stem cell (MuSC) pool becomes less efficient at responding to and repairing damage. The underlying mechanism of such stem cell dysfunction is not fully known. Here, we demonstrate that the distinct early telomere shortening of diseased MuSCs in both mice and young DMD patients is associated with aberrant NF-κB activation. We find that prolonged NF-κB activation in MuSCs in chronic injuries leads to shortened telomeres and Ku80 dysregulation and results in severe skeletal muscle defects. Our studies provide evidence of a role for NF-κB in regulating stem-cell-specific telomere length, independently of cell replication, and could be a congruent mechanism that is applicable to additional tissues and/or diseases characterized by systemic chronic inflammation."
400,"In this article we report the identification of a homozygous lethal T-DNA (transfer DNA) line within the coding region of the At1G05290 gene in the genome of Arabidopsis thaliana (Arabidopsis) line, SALK_063500. The T-DNA insertion is found within exon one of the AT1G05290 gene, however a homozygous T-DNA allele is unattainable. In the heterozygous T-DNA allele the expression levels of AT1G05290 were compared to wild type Arabidopsis (Col-0, Columbia). Further analyses revealed an aberrant silique phenotype found in the heterozygous SALK_063500 plants that is attributed to the reduced rate of pollen tube germination. These data are original and have not been published elsewhere."
401,"The phosphoinositide pathway and inositol-1,4,5-triphosphate (InsP 3 ) have been implicated in plant responses to many abiotic stresses; however, their role in response to biotic stress is not well characterized. In the current study, we show that both basal defense and systemic acquired resistance responses are affected in transgenic plants constitutively expressing the human type I inositol polyphosphate 5-phosphatase (InsP 5-ptase) which have greatly reduced InsP 3 levels. Flagellin induced Ca 2+ -release as well as the expressions of some flg22 responsive genes were attenuated in the InsP 5-ptase plants. Furthermore, the InsP 5-ptase plants were more susceptible to virulent and avirulent strains of Pseudomonas syringae pv. tomato (Pst) DC3000. The InsP 5-ptase plants had lower basal salicylic acid (SA) levels and the induction of SAR in systemic leaves was reduced and delayed. Reciprocal exudate experiments showed that although the InsP 5-ptase plants produced equally effective molecules that could trigger PR-1 gene expression in wild type plants, exudates collected from either wild type or InsP 5-ptase plants triggered less PR-1 gene expression in InsP 5-ptase plants. Additionally, expression profiles indicated that several defense genes including PR-1, PR-2, PR-5, and AIG1 were basally down regulated in the InsP 5-ptase plants compared with wild type. Upon pathogen attack, expression of these genes was either not induced or showed delayed induction in systemic leaves. Our study shows that phosphoinositide signaling is one component of the plant defense network and is involved in both basal and systemic responses. The dampening of InsP 3 -mediated signaling affects Ca 2+ release, modulates defense gene expression and compromises plant defense responses."
402,
403,"Main conclusionBlue-light positive phototropism in roots is masked by gravity and revealed in conditions of microgravity. In addition, the magnitude of red-light positive phototropic curvature is correlated to the magnitude of gravity.Due to their sessile nature, plants utilize environmental cues to grow and respond to their surroundings. Two of these cues, light and gravity, play a substantial role in plant orientation and directed growth movements (tropisms). However, very little is currently known about the interaction between light-(phototropic) and gravity (gravitropic)-mediated growth responses. Utilizing the European Modular Cultivation System on board the International Space Station, we investigated the interaction between phototropic and gravitropic responses in three Arabidopsis thaliana genotypes, Landsberg wild type, as well as mutants of phytochrome A and phytochrome B. Onboard centrifuges were used to create a fractional gravity gradient ranging from reduced gravity up to 1g. A novel positive blue-light phototropic response of roots was observed during conditions of microgravity, and this response was attenuated at 0.1g. In addition, a red-light pretreatment of plants enhanced the magnitude of positive phototropic curvature of roots in response to blue illumination. In addition, a positive phototropic response of roots was observed when exposed to red light, and a decrease in response was gradual and correlated with the increase in gravity. The positive red-light phototropic curvature of hypocotyls when exposed to red light was also confirmed. Both red-light and blue-light phototropic responses were also shown to be affected by directional light intensity. To our knowledge, this is the first characterization of a positive blue-light phototropic response in Arabidopsis roots, as well as the first description of the relationship between these phototropic responses in fractional or reduced gravities."
404,"With the advent of long-term human habitation in space and on the moon, understanding how the built environment microbiome of space habitats differs from Earth habitats, and how microbes survive, proliferate and spread in space conditions, is becoming more important. The microbial tracking mission series has been monitoring the microbiome of the International Space Station (ISS) for almost a decade. During this mission series, six unique strains of Gram-stain-positive bacteria, including two spore-forming and three non-spore-forming species, were isolated from the environmental surfaces of the ISS. The analysis of their 16S rRNA gene sequences revealed > 99% similarities with previously described bacterial species. To further explore their phylogenetic affiliation, whole genome sequencing was undertaken. For all strains, the gyrB gene exhibited < 93% similarity with closely related species, which proved effective in categorizing these ISS strains as novel species. Average nucleotide identity and digital DNA-DNA hybridization values, when compared to any known bacterial species, were < 94% and <50% respectively for all species described here. Traditional biochemical tests, fatty acid profiling, polar lipid, and cell wall composition analyses were performed to generate phenotypic characterization of these ISS strains. A study of the shotgun metagenomic reads from the ISS samples, from which the novel species were isolated, showed that only 0.1% of the total reads mapped to the novel species, supporting the idea that these novel species are rare in the ISS environments. In-depth annotation of the genomes unveiled a variety of genes linked to amino acid and derivative synthesis, carbohydrate metabolism, cofactors, vitamins, prosthetic groups, pigments, and protein metabolism. Further analysis of these ISS-isolated organisms revealed that, on average, they contain 46 genes associated with virulence, disease, and defense. The main predicted functions of these genes are: conferring resistance to antibiotics and toxic compounds, and enabling invasion and intracellular resistance. After conducting antiSMASH analysis, it was found that there are roughly 16 cluster types across the six strains, including β-lactone and type OPEN"
405,"Baker's yeast (Saccharomyces cerevisiae) has broad genetic homology to human cells. Although typically grown as 1-2mm diameter colonies under certain conditions yeast can form very large (10+mm in diameter) or 'giant' colonies on agar. Giant yeast colonies have been used to study diverse biomedical processes such as cell survival, aging, and the response to cancer pharmacogenomics. Such colonies evolve dynamically into complex stratified structures that respond differentially to environmental cues. Ammonia production, gravity driven ammonia convection, and shear defense responses are key differentiation signals for cell death and reactive oxygen system pathways in these colonies. The response to these signals can be modulated by experimental interventions such as agar composition, gene deletion and application of pharmaceuticals. In this study we used physical factors including colony rotation and microgravity to modify ammonia convection and shear stress as environmental cues and observed differences in the responses of both ammonia dependent and stress response dependent pathways We found that the effects of random positioning are distinct from rotation. Furthermore, both true and simulated microgravity exacerbated both cellular redox responses and apoptosis. These changes were largely shearresponse dependent but each model had a unique response signature as measured by shear stress genes and the promoter set which regulates them These physical techniques permitted a graded manipulation of both convection and ammonia signaling and are primed to substantially contribute to our understanding of the mechanisms of drug action, cell aging, and colony differentiation."
406,"Muscle stem cells (MuSCs) are essential for tissue homeostasis and regeneration, but the potential contribution of MuSC morphology to in vivo function remains unknown. Here, we demonstrate that quiescent MuSCs are morphologically heterogeneous and exhibit different patterns of cellular protrusions. We classified quiescent MuSCs into three functionally distinct stem cell states: responsive, intermediate, and sensory. We demonstrate that the shift between different stem cell states promotes regeneration and is regulated by the sensing protein Piezo1. Pharmacological activation of Piezo1 is sufficient to prime MuSCs toward more responsive cells. Piezo1 deletion in MuSCs shifts the distribution toward less responsive cells, mimicking the disease phenotype we find in dystrophic muscles. We further demonstrate that Piezo1 reactivation ameliorates the MuSC morphological and regenerative defects of dystrophic muscles. These findings advance our fundamental understanding of how stem cells respond to injury and identify Piezo1 as a key regulator for adjusting stem cell states essential for regeneration."
407,"Discovering the adaptation mechanisms of plants to the space environment is essential for supporting human space exploration. Transcriptomic analyses allow the identification of adaptation response pathways by detecting changes in gene expression at the global genome level caused by the main factors of the space environment, namely altered gravity and cosmic radiation. This article reviews transcriptomic studies carried out from plants grown in spaceflights and in different ground-based microgravity simulators. Despite differences in plant growth conditions, these studies have shown that cell wall remodeling, oxidative stress, defense response, and photosynthesis are common altered processes in plants grown under spaceflight conditions. European scientists have significantly contributed to the acquisition of this knowledge, e.g., by showing the role of red light in the adaptation response of plants (EMCS experiments) and the mechanisms of cellular response and adaptation mostly affecting cell cycle regulation, using cell cultures in microgravity simulators."
408,"The first genome sequenced of a eukaryotic organism was for Saccharomyces cerevisiae, as reported in 1996, but it was more than 10 years before any of the zygomycete fungi, which are the early-diverging terrestrial fungi currently placed in the phyla Mucoromycota and Zoopagomycota, were sequenced. The genome for Rhizopus delemar was completed in 2008; currently, more than 1000 zygomycete genomes have been sequenced. Genomic data from these early-diverging terrestrial"
409,"Background: During medium-to long-duration spaceflights, real-time microgravity can increase the health risks of astronauts. In particular, the disruption of intestinal homeostasis is closely related to other health problems, and it is necessary to monitor related treatment strategies. Ginseng is a well-known Chinese herbal medicine often used to maintain health. Ginseng total saponins (GTSs), which are the bioactive components of ginseng, have been reported to regulate immune homeostasis, anti-inflammation, and antioxidation. This study focused on the regulation of GTSs in intestinal homeostasis imbalance caused by microgravity. Methods: A hindlimb suspension (HLS) rat model was established to evaluate the intestinal protective effects of GTSs. Differentially expressed genes (DEGs) were screened using RNA-Seq. RT-PCR was performed to further focus and verify these results. The gut microbiome composition was examined based on 16S rRNA gene amplicon sequencing, and the short-chain fatty acids produced were further analyzed. Results: We found that GTSs intervention effectively improved the intestinal injury caused by simulated weightlessness, including reducing the pathological damage, increasing the expression of tight junction proteins and reducing the levels of inflammatory factors. Moreover, GTSs treatment significantly restored the levels of intestinal immunity-related genes and remodeled the gut microbiota. In particular, GTSs significantly increased the abundance of short-chain fatty acid metabolism-related bacteria, thereby increasing the level of propionic acid, butyric acid, isobutyric acid. Conclusion: Our results revealed that GTSs improved intestinal microecological disorders and impaired immune function caused by the weightlessness simulation. The underlying mechanism may be related to the ""intestinal immune -microbiota-metabolic"" pathway. These findings provide a theoretical basis for the precise design and development of GTSs for space-health products."
410,"The extent to which plants can enhance human life support on other worlds depends on the ability of plants to thrive in extraterrestrial environments using in-situ resources. Using samples from Apollo 11, 12, and 17, we show that the terrestrial plant Arabidopsis thaliana germinates and grows in diverse lunar regoliths. However, our results show that growth is challenging; the lunar regolith plants were slow to develop and many showed severe stress morphologies. Moreover, all plants grown in lunar soils differentially expressed genes indicating ionic stresses, similar to plant reactions to salt, metal and reactive oxygen species. Therefore, although in situ lunar regoliths can be useful for plant production in lunar habitats, they are not benign substrates. The interaction between plants and lunar regolith will need to be further elucidated, and likely mitigated, to best enable efficient use of lunar regolith for life support within lunar stations."
